MMSI,BaseDateTime,LAT,LON,SOG,COG,x,y,vx,vy
368121820,2022-03-31T19:36:25,29.9414687096774,-89.9984648387097,1.13225806451613,312.851612903226,-3197.45705526846,15619.7568494709,0.770050955442695,-0.830078219617649
368121820,2022-03-31T19:36:35,29.9414429032258,-89.9984616129032,1.77741935483871,283.383870967742,-3197.1454440019,15616.9042043107,0.411426462506862,-1.72914656085144
368121820,2022-03-31T19:36:45,29.9414170967742,-89.9984583870968,2.42258064516129,253.916129032258,-3196.83383274494,15614.0515591509,-0.671161864575215,-2.32775401059691
368121820,2022-03-31T19:36:55,29.9413912903226,-89.9984551612903,3.06774193548387,224.448387096774,-3196.52222147701,15611.198913991,-2.19000436583674,-2.14823682594409
368121820,2022-03-31T19:37:05,29.941365483871,-89.9984519354839,3.71290322580645,194.98064516129,-3196.21061022006,15608.3462688312,-3.58671353281556,-0.959758510106422
368121820,2022-03-31T19:37:15,29.941234516129,-89.9983306451613,4.68709677419355,174.545161290323,-3184.49402675273,15593.8690946307,-4.6658709566545,0.445560755120588
368121820,2022-03-31T19:37:25,29.9409458064516,-89.9980322580645,6.15483870967742,167.658064516129,-3155.66998497875,15561.955126891,-6.01259665232067,1.31556871300815
368121820,2022-03-31T19:37:35,29.9406570967742,-89.9977338709677,7.62258064516129,160.770967741935,-3126.84594320615,15530.0411591509,-7.19731389424204,2.51045979847078
368121820,2022-03-31T19:37:45,29.9403683870968,-89.997435483871,9.09032258064516,153.883870967742,-3098.02190144178,15498.1271914112,-8.16223423597783,4.00148683581725
368121820,2022-03-31T19:37:55,29.9400796774194,-89.9971370967742,10.558064516129,146.996774193548,-3069.1978596678,15466.2132236716,-8.8544142008784,5.75083259067982
368121820,2022-03-31T19:38:05,29.9397909677419,-89.9968387096774,12.0258064516129,140.109677419355,-3040.3738178952,15434.2992559205,-9.22708240839248,7.71239074738751
368121820,2022-03-31T19:38:15,29.9394706451613,-89.9964964516129,13.2161290322581,134.522580645161,-3007.31186295666,15398.8907978611,-9.26702156783989,9.42275850579255
368121820,2022-03-31T19:38:25,29.9390238709677,-89.9959787096774,13.2967741935484,134.135483870968,-2957.298255342,15349.5043785003,-9.25930718794068,9.5430306692143
368121820,2022-03-31T19:38:35,29.9385770967742,-89.9954609677419,13.3774193548387,133.748387096774,-2907.28464772735,15300.117959151,-9.25038810457784,9.66362605391464
368121820,2022-03-31T19:38:45,29.9381303225806,-89.9949432258065,13.458064516129,133.361290322581,-2857.27104012093,15250.7315397906,-9.24025961613086,9.78453385434337
368121820,2022-03-31T19:38:55,29.9376835483871,-89.994425483871,13.5387096774194,132.974193548387,-2807.25743250628,15201.3451204409,-9.2289171121122,9.90574321629691
368121820,2022-03-31T19:39:05,29.9372367741936,-89.9939077419355,13.6193548387097,132.587096774194,-2757.24382489163,15151.9587010915,-9.21635607361035,10.0272432376557
368121820,2022-03-31T19:39:15,29.93679,-89.99339,13.7,132.2,-2707.23021727698,15102.5722817308,-9.20257207372496,10.1490229691285
368121820,2022-03-31T19:39:25,29.9363853125,-89.9928290625,13.825,131.090625,-2653.04394010196,15057.838125481,-9.08650800791359,10.4195008144403
368121820,2022-03-31T19:39:35,29.935980625,-89.992268125,13.95,129.98125,-2598.85766292831,15013.1039692308,-8.9633895850122,10.689253816207
368121820,2022-03-31T19:39:45,29.9355759375,-89.9917071875,14.075,128.871875,-2544.67138575467,14968.3698129811,-8.83320205135911,10.9581096234645
368121820,2022-03-31T19:39:55,29.93517125,-89.99114625,14.2,127.7625,-2490.48510858102,14923.6356567309,-8.69593469379522,11.2258950556848
368121820,2022-03-31T19:40:05,29.9347665625,-89.9905853125,14.325,126.653125,-2436.29883140738,14878.9015004808,-8.55158086599271,11.4924361948365
368121820,2022-03-31T19:40:15,29.934361875,-89.990024375,14.45,125.54375,-2382.11255423373,14834.167344231,-8.40013801272971,11.757558478149
368121820,2022-03-31T19:40:25,29.9339645454545,-89.9894345454546,14.4363636363636,124.963636363636,-2325.13532017,14790.2465362714,-8.27285105940461,11.8308296577302
368121820,2022-03-31T19:40:35,29.9335721212121,-89.9888254545455,14.330303030303,124.736363636364,-2266.29744817131,14746.8679605166,-8.16542379053093,11.7763933044605
368121820,2022-03-31T19:40:45,29.9331796969697,-89.9882163636364,14.2242424242424,124.509090909091,-2207.45957617125,14703.4893847614,-8.05855950006776,11.7212922208895
368121820,2022-03-31T19:40:55,29.9327872727273,-89.9876072727273,14.1181818181818,124.281818181818,-2148.62170417256,14660.1108090066,-7.95226176577064,11.6655300205306
368121820,2022-03-31T19:41:05,29.9323948484848,-89.9869981818182,14.0121212121212,124.054545454545,-2089.7838321725,14616.7322332408,-7.84653414557107,11.6091103348002
368121820,2022-03-31T19:41:15,29.9320024242424,-89.9863890909091,13.9060606060606,123.827272727273,-2030.9459601738,14573.3536574856,-7.74138017749125,11.5520368129164
368121820,2022-03-31T19:41:25,29.93161,-89.98578,13.8,123.6,-1972.10808817511,14529.9750817308,-7.63680337955815,11.4943131217994
368121820,2022-03-31T19:41:35,29.9312842424242,-89.98513,13.8454545454545,122.918181818182,-1909.31841880302,14493.9658393022,-7.52418574389029,11.6225315857469
368121820,2022-03-31T19:41:45,29.9309584848485,-89.98448,13.8909090909091,122.236363636364,-1846.5287494323,14457.9565968841,-7.40959451987292,11.7496920990709
368121820,2022-03-31T19:41:55,29.9306327272727,-89.98383,13.9363636363636,121.554545454545,-1783.7390800602,14421.9473544554,-7.29303900310188,11.8757658070624
