MMSI,BaseDateTime,LAT,LON,SOG,COG,x,y,vx,vy
368121820,2022-03-31T01:50:55,29.9515514285714,-90.01588,0.4,336.428571428571,788016.936274189,3317163.68013988,0.366624902347991,-0.159956809727896
368121820,2022-03-31T01:51:05,29.9515196825397,-90.0158688888889,0.844444444444444,310.238095238095,788018.100787936,3317160.18796235,0.545481879249183,-0.644620771588898
368121820,2022-03-31T01:51:15,29.9514879365079,-90.0158577777778,1.28888888888889,284.047619047619,788019.265302282,3317156.6957849,0.312849723341956,-1.25034380012303
368121820,2022-03-31T01:51:25,29.9514561904762,-90.0158466666667,1.73333333333333,257.857142857143,788020.429817232,3317153.20360753,-0.364606466198859,-1.69455202612679
368121820,2022-03-31T01:51:35,29.9514244444444,-90.0158355555556,2.17777777777778,231.666666666667,788021.594332784,3317149.71143024,-1.3507350698731,-1.70828300360263
368121820,2022-03-31T01:51:45,29.9513926984127,-90.0158244444444,2.62222222222222,205.47619047619,788022.758848937,3317146.21925303,-2.36724810351489,-1.12791214157896
368121820,2022-03-31T01:51:55,29.9512142857143,-90.0156228571429,3.82857142857143,189.209523809524,788042.739207143,3317126.94292816,-3.77921990122006,-0.612744744486375
368121820,2022-03-31T01:52:05,29.9509380952381,-90.0152942857143,5.54285714285714,179.55873015873,788075.26359911,3317097.14390449,-5.54269275687855,0.0426885109657837
368121820,2022-03-31T01:52:15,29.9506619047619,-90.0149657142857,7.25714285714286,169.907936507937,788107.788165252,3317067.34496373,-7.14485643859902,1.27167170322755
368121820,2022-03-31T01:52:25,29.9503857142857,-90.0146371428571,8.97142857142857,160.257142857143,788140.312905569,3317037.54610588,-8.44407126644527,3.03054303045481
368121820,2022-03-31T01:52:35,29.9501095238095,-90.0143085714286,10.6857142857143,150.606349206349,788172.837820058,3317007.74733094,-9.31012310541519,5.24462558796456
368121820,2022-03-31T01:52:45,29.9498333333333,-90.01398,12.4,140.955555555556,788205.362908718,3316977.9486389,-9.63055377722889,7.81104563703877
368121820,2022-03-31T01:52:55,29.9495125,-90.013579375,13.6328125,133.9984375,788244.97478441,3316943.38109617,-9.46987987830139,9.80688287636284
368121820,2022-03-31T01:53:05,29.9490875,-90.013010625,13.7421875,133.3265625,788301.122454933,3316897.68623379,-9.42927996626498,9.99681932431261
368121820,2022-03-31T01:53:15,29.9486625,-90.012441875,13.8515625,132.6546875,788357.270592939,3316851.99162229,-9.38551746385335,10.1871411901038
368121820,2022-03-31T01:53:25,29.9482375,-90.011873125,13.9609375,131.9828125,788413.419198429,3316806.29726165,-9.33857787832915,10.3778003010892
368121820,2022-03-31T01:53:35,29.9478125,-90.011304375,14.0703125,131.3109375,788469.568271392,3316760.60315189,-9.28844741323668,10.568748199252
368121820,2022-03-31T01:53:45,29.9473875,-90.010735625,14.1796875,130.6390625,788525.717811824,3316714.90929298,-9.23511297308364,10.7599361509276
368121820,2022-03-31T01:53:55,29.9469625,-90.010166875,14.2890625,129.9671875,788581.867819721,3316669.21568492,-9.17856216789043,10.9513151565954
368121820,2022-03-31T01:54:05,29.9465019354839,-90.0095975806452,14.3725806451613,130.611290322581,788638.173699892,3316619.58018183,-9.3554551190669,10.9108447847447
368121820,2022-03-31T01:54:15,29.9460374193548,-90.0090282258065,14.4532258064516,131.401612903226,788694.497353753,3316569.50691214,-9.55839490825582,10.8412556002572
368121820,2022-03-31T01:54:25,29.9455729032258,-90.0084588709677,14.5338709677419,132.191935483871,788750.821516154,3316519.43389195,-9.76118482824938,10.7681324311937
368121820,2022-03-31T01:54:35,29.9451083870968,-90.007889516129,14.6145161290323,132.982258064516,788807.14618708,3316469.36112128,-9.9637658428233,10.6914663126781
368121820,2022-03-31T01:54:45,29.9446438709677,-90.0073201612903,14.6951612903226,133.772580645161,788863.471366531,3316419.28860011,-10.1660786418889,10.6112492382153
368121820,2022-03-31T01:54:55,29.9441793548387,-90.0067508064516,14.7758064516129,134.562903225806,788919.7970545,3316369.21632843,-10.3680636567289,10.527474165513
368121820,2022-03-31T01:55:05,29.9437347540984,-90.0061450819672,14.8459016393443,134.524590163934,788979.577769058,3316321.44428349,-10.4101735512056,10.5843791560424
368121820,2022-03-31T01:55:15,29.9432986885246,-90.0055237704918,14.9114754098361,134.131147540984,789040.839514771,3316274.65823617,-10.3829063549664,10.7026797822855
368121820,2022-03-31T01:55:25,29.9428626229508,-90.0049024590164,14.9770491803279,133.737704918033,789102.101786517,3316227.87248959,-10.3545031869188,10.8211028043378
368121820,2022-03-31T01:55:35,29.942426557377,-90.004281147541,15.0426229508197,133.344262295082,789163.364584293,3316181.08704376,-10.324961095665,10.9396381847632
368121820,2022-03-31T01:55:45,29.9419904918033,-90.0036598360656,15.1081967213115,132.950819672131,789224.627908087,3316134.30189866,-10.2942772141931,11.0582758514694
368121820,2022-03-31T01:55:55,29.9415544262295,-90.0030385245902,15.1737704918033,132.55737704918,789285.891757899,3316087.51705429,-10.2624487602132,11.1770056983934
368121820,2022-03-31T01:56:05,29.9411028571429,-90.0024052380952,15.2095238095238,132.009523809524,789348.357508232,3316039.04364795,-10.1790365337493,11.3011870950387
368121820,2022-03-31T01:56:15,29.9406409523809,-90.001763968254,15.2253968253968,131.35873015873,789411.624739387,3315989.44464905,-10.0605066671063,11.4279881909247
368121820,2022-03-31T01:56:25,29.940179047619,-90.0011226984127,15.2412698412698,130.707936507936,789474.892544647,3315939.84596983,-9.94040820852736,11.5535531773668
